gene_symbol,mrna_hl_h
ERBB2,5.71428571428571
ERBIN,4.30769230769231
ERCC1,9.33333333333333
ERCC2,8.34782608695652
ERCC3,4.71428571428571
ERCC4,2.35294117647059
ERCC5,3.38983050847458
ERCC6,2.7027027027027
ERCC6L,2.29885057471264
ERCC6L2,3.27868852459016
ERCC8,5.25
ERF,2.73972602739726
ERG,2.53164556962025
ERG28,17.0322580645161
ERGIC1,21.2307692307692
ERGIC2,3.57142857142857
ERGIC3,24.0
ERH,21.1304347826087
ERI1,3.03030303030303
ERI2,3.17460317460317
ERI3,9.09090909090909
ERICH1,2.89855072463768
ERLEC1,4.57142857142857
ERLIN1,4.2
ERLIN2,10.1538461538462
ERMAP,3.84615384615385
ERMARD,2.56410256410256
ERMP1,24.0
ERN1,2.5974025974026
ERO1A,11.0769230769231
ERP29,24.0
ERP44,20.0
ERRFI1,2.46913580246914
ERVK13-1,2.4390243902439
ESAM,17.0322580645161
ESCO1,2.40963855421687
ESCO2,2.5974025974026
ESD,24.0
ESF1,2.29885057471264
ESPL1,4.18181818181818
ESPNL,2.4390243902439
ESRP2,4.0
ESRRA,4.57142857142857
ESS2,2.73972602739726
ESYT1,24.0
ESYT2,13.3846153846154
ESYT3,2.29885057471264
ETAA1,2.32558139534884
ETF1,8.76923076923077
ETFA,24.0
ETFB,3.50877192982456
ETFDH,8.72727272727273
ETFRF1,2.5974025974026
ETHE1,24.0
ETNK1,3.77358490566038
ETNK2,12.9473684210526
ETS1,3.44827586206897
ETS2,2.38095238095238
ETV3,2.53164556962025
ETV4,18.8
ETV6,2.73972602739726
EVA1B,3.33333333333333
EVA1C,2.73972602739726
EVC,3.27868852459016
EVI5,3.17460317460317
EVI5L,5.28
EVL,2.8169014084507
EVPL,3.50877192982456
EWSR1,12.6857142857143
EXD2,8.22222222222222
EXD3,2.46913580246914
EXO1,3.38983050847458
EXO5,2.1505376344086
EXOC1,5.71428571428571
EXOC2,3.77358490566038
EXOC3,3.84615384615385
EXOC4,11.3333333333333
EXOC5,8.26666666666667
EXOC6,3.7037037037037
EXOC7,9.09090909090909
EXOC8,2.12765957446809
EXOG,2.73972602739726
EXOSC1,24.0
EXOSC10,8.0
EXOSC2,3.77358490566038
EXOSC3,3.2258064516129
EXOSC4,2.77777777777778
EXOSC5,21.8181818181818
EXOSC6,5.6
EXOSC7,3.44827586206897
EXOSC8,12.0
EXOSC9,7.52941176470588
EXPH5,2.63157894736842
EXT1,3.50877192982456
EXT2,24.0
EXTL2,5.125
EXTL3,4.55172413793103
EYA1,2.85714285714286
EYA3,3.27868852459016
EYA4,3.03030303030303
EZH1,2.77777777777778
EZH2,3.2258064516129
EZR,6.6
F11R,6.32258064516129
F12,8.94117647058824
F2R,8.22222222222222
F2RL1,2.85714285714286
F2RL3,2.53164556962025
F3,2.17391304347826
FA2H,2.56410256410256
FAAH,2.10526315789474
FAAH2,20.16
FAAP100,6.96296296296296
FAAP20,6.0
FAAP24,4.0
FABP3,7.73333333333333
FABP5,3.77358490566038
FADD,2.24719101123596
FADS1,16.6530612244898
FADS2,15.6521739130435
FADS3,12.7058823529412
FAF1,3.33333333333333
FAF2,4.41379310344828
FAH,3.77358490566038
FAHD1,3.38983050847458
FAHD2A,2.5
FAHD2B,4.0
FAIM,5.63636363636364
FAM107B,4.19047619047619
FAM110A,2.56410256410256
FAM110B,2.1978021978022
FAM110D,2.08333333333333
FAM111B,2.27272727272727
FAM114A1,3.57142857142857
FAM114A2,3.84615384615385
FAM117B,3.63636363636364
FAM118A,2.94117647058824
FAM118B,3.38983050847458
FAM120A,14.8235294117647
FAM120AOS,10.4
FAM120B,3.07692307692308
FAM120C,2.98507462686567
FAM124A,2.66666666666667
FAM131A,3.7037037037037
FAM131C,2.4390243902439
FAM133B,2.27272727272727
FAM135A,2.89855072463768
FAM13A,2.66666666666667
FAM13B,3.57142857142857
FAM13C,2.24719101123596
FAM149A,3.125
FAM161A,3.2258064516129
FAM161B,3.33333333333333
FAM162A,24.0
FAM168B,5.44
FAM171B,6.66666666666667
FAM174A,4.2
FAM174C,7.48387096774194
FAM177A1,5.05263157894737
FAM185A,3.63636363636364
FAM186B,2.66666666666667
FAM193A,2.94117647058824
FAM199X,6.4
FAM200A,2.1978021978022
FAM200C,2.32558139534884
FAM204A,6.5
FAM20A,2.04081632653061
FAM20B,9.54838709677419
FAM20C,2.94117647058824
FAM216A,8.26666666666667
FAM217B,2.32558139534884
FAM219A,3.38983050847458
FAM219B,3.2258064516129
FAM220A,2.46913580246914
FAM222A,2.32558139534884
FAM222B,2.29885057471264
FAM227B,3.44827586206897
FAM234A,19.2631578947368
FAM234B,3.63636363636364
FAM241A,3.2258064516129
FAM241B,5.53846153846154
FAM24B,2.29885057471264
FAM32A,4.90909090909091
FAM3A,12.3529411764706
FAM3C,3.07692307692308
FAM43A,2.24719101123596
FAM50A,5.53846153846154
FAM50B,2.5
FAM53B,2.7027027027027
FAM53C,2.8169014084507
FAM76A,3.63636363636364
FAM76B,2.1505376344086
FAM78A,2.46913580246914
FAM78B,2.56410256410256
FAM81A,6.54545454545454
FAM81B,11.0769230769231
FAM83A,3.38983050847458
FAM83D,2.38095238095238
FAM83G,2.38095238095238
FAM83H,6.04444444444444
FAM86C1P,5.0
FAM89A,2.94117647058824
FAM89B,6.25
FAM8A1,5.03225806451613
FAM91A1,6.75
FAM98A,3.77358490566038
FAM98B,11.0588235294118
FAM98C,14.1538461538462
FAN1,3.17460317460317
FANCA,3.2258064516129
FANCB,2.56410256410256
FANCC,3.77358490566038
FANCD2,3.33333333333333
FANCD2OS,3.2258064516129
FANCE,5.6969696969697
FANCF,2.32558139534884
FANCG,8.92307692307692
FANCI,10.4
FANCL,2.66666666666667
FANCM,2.7027027027027
FAR1,4.90909090909091
FAR2,8.23529411764706
FARP1,8.33333333333333
FARP2,6.5
FARS2,2.73972602739726
FARSA,8.88888888888889
FARSB,11.2
FAS,2.53164556962025
FASN,8.85714285714286
FASTK,3.17460317460317
FASTKD1,3.84615384615385
FASTKD2,3.84615384615385
FASTKD3,2.4390243902439
FASTKD5,2.38095238095238
FAT1,8.54545454545454
FAT4,4.18181818181818
FAU,24.0
FAXDC2,2.27272727272727
FBH1,4.0
FBL,20.0
FBLIM1,6.0
FBLN1,24.0
FBLN5,24.0
FBN1,24.0
FBN2,24.0
FBP2,6.6
FBRS,7.1304347826087
FBXL12,2.56410256410256
FBXL13,2.98507462686567
FBXL14,2.27272727272727
FBXL15,3.03030303030303
FBXL16,5.70212765957447
FBXL17,3.38983050847458
FBXL18,3.33333333333333
FBXL19,3.7037037037037
FBXL2,2.5
FBXL20,5.77777777777778
FBXL22,2.22222222222222
FBXL3,2.5
FBXL4,3.33333333333333
FBXL6,2.7027027027027
FBXL8,2.5
FBXL9P,2.04081632653061
FBXO10,2.77777777777778
FBXO11,3.17460317460317
FBXO16,4.0
FBXO17,3.50877192982456
FBXO2,24.0
FBXO21,5.57142857142857
FBXO22,5.0
FBXO28,2.53164556962025
FBXO3,5.33333333333333
FBXO30,2.27272727272727
FBXO31,2.63157894736842
FBXO33,3.07692307692308
FBXO34,2.32558139534884
FBXO38,2.98507462686567
FBXO4,3.27868852459016
FBXO42,2.94117647058824
FBXO43,2.63157894736842
FBXO44,6.20689655172414
FBXO5,2.10526315789474
FBXO7,10.7142857142857
FBXO8,2.89855072463768
FBXO9,5.42857142857143
FBXW11,3.77358490566038
FBXW2,4.93333333333333
FBXW4,24.0
FBXW5,8.22222222222222
FBXW7,2.24719101123596
FBXW8,3.38983050847458
FBXW9,3.77358490566038
FCF1,9.83333333333333
FCHO1,11.047619047619
FCHO2,3.33333333333333
FCHSD1,3.125
FCHSD2,3.17460317460317
FCSK,3.57142857142857
FDFT1,8.0
FDPS,24.0
FDX1,3.84615384615385
FDX2,3.7037037037037
FDXR,13.44
FECH,12.75
FEM1A,2.56410256410256
FEM1B,2.22222222222222
FEM1C,2.08333333333333
FEN1,3.33333333333333
FER,2.63157894736842
FERMT1,10.5185185185185
FERMT2,7.11111111111111
FERMT3,4.59259259259259
FERRY3,5.47368421052632
FEZ2,3.27868852459016
FGD1,4.0
FGD3,3.17460317460317
FGD6,2.7027027027027
FGF11,8.45714285714286
FGF12,2.7027027027027
FGF18,2.56410256410256
FGF2,3.03030303030303
FGFR1,10.75
FGFR1OP2,2.63157894736842
FGFR2,2.46913580246914
FGFR3,3.50877192982456
FGFR4,24.0
FGFRL1,9.88235294117647
FGGY,2.89855072463768
FH,24.0
FHIP1B,2.5974025974026
FHIP2A,3.50877192982456
FHIP2B,3.38983050847458
FHIT,22.6666666666667
FHL1,19.7647058823529
FHL2,3.63636363636364
FHL3,3.33333333333333
FHOD1,5.56521739130435
FHOD3,2.73972602739726
FIBIN,2.06185567010309
FIBP,20.7272727272727
FICD,2.29885057471264
FIG4,10.8333333333333
FIGN,2.32558139534884
FIGNL1,2.32558139534884
FILIP1L,2.32558139534884
FIP1L1,3.84615384615385
FIRRM,3.2258064516129
FIS1,24.0
FIZ1,2.77777777777778
FJX1,2.7027027027027
FKBP10,24.0
FKBP11,24.0
FKBP14,11.25
FKBP1A,24.0
FKBP2,3.44827586206897
FKBP3,3.125
FKBP4,12.375
FKBP5,5.75
FKBP6,5.66666666666667
FKBP7,3.50877192982456
FKBP8,24.0
FKBP9,24.0
FKRP,3.38983050847458
FKTN,10.0
FLAD1,3.57142857142857
FLCN,2.53164556962025
FLII,21.0
FLNA,24.0
FLNB,12.4444444444444
FLOT2,15.7894736842105
FLRT1,3.03030303030303
FLRT2,2.35294117647059
FLRT3,2.10526315789474
FLVCR1,5.77777777777778
FLVCR2,3.125
FLYWCH1,4.14814814814815
FLYWCH2,6.6
FMC1,2.85714285714286
FMN2,24.0
FMNL1,6.44444444444444
FMNL2,2.73972602739726
FMNL3,4.25
FMO4,6.52631578947368
FMO5,20.1818181818182
FMR1,8.66666666666667
FN1,24.0
FN3K,5.38461538461539
FN3KRP,5.0
FNBP1,6.36363636363636
FNBP1L,3.2258064516129
FNBP4,2.98507462686567
FNDC3A,3.27868852459016
FNDC3B,3.125
FNDC8,3.2258064516129
FNIP1,2.32558139534884
FNTA,3.7037037037037
FNTB,4.85714285714286
FOCAD,24.0
FOLR1,24.0
FOS,2.1505376344086
FOSL1,7.23076923076923
FOSL2,2.32558139534884
FOXA1,2.12765957446809
FOXC1,2.24719101123596
FOXC2,2.46913580246914
FOXE1,2.32558139534884
FOXF1,2.1505376344086
FOXF2,2.8169014084507
FOXJ2,2.94117647058824
FOXJ3,2.85714285714286
FOXK1,5.5
FOXK2,3.38983050847458
FOXL1,2.66666666666667
FOXL2,2.22222222222222
FOXM1,10.9090909090909
FOXN2,2.27272727272727
FOXN3,3.33333333333333
FOXO1,2.40963855421687
FOXO3,2.38095238095238
FOXO4,5.66666666666667
FOXP1,2.7027027027027
FOXP2,2.66666666666667
FOXP4,5.41176470588235
FOXQ1,2.24719101123596
FOXRED1,9.83333333333333
FOXRED2,9.92
FPGS,8.8695652173913
FPGT,3.33333333333333
FRA10AC1,2.63157894736842
FRAS1,4.44444444444444
FRAT2,2.24719101123596
FRG1,6.54545454545454
FRG1BP,2.4390243902439
FRMD3,2.35294117647059
FRMD4A,2.66666666666667
FRMD5,3.50877192982456
FRMD6,2.8169014084507
FRMD8,3.84615384615385
FRRS1,13.4545454545455
FRS2,2.12765957446809
FRS3,2.29885057471264
FSAF1,2.4390243902439
FSCN1,11.6666666666667
FSCN2,2.73972602739726
FSD1,10.7368421052632
FSD1L,3.03030303030303
FSTL1,24.0
FSTL3,5.80645161290323
FSTL4,2.66666666666667
FTH1,24.0
FTL,24.0
FTSJ3,8.46153846153846
FUBP1,8.74074074074074
FUBP3,6.57142857142857
FUCA1,24.0
FUCA2,24.0
FUNDC1,5.88235294117647
FUNDC2,22.5
FUOM,2.89855072463768
FURIN,8.84210526315789
FUS,10.5454545454545
FUT4,2.1978021978022
FUT8,5.48148148148148
FUZ,13.44
FXN,4.0
FXR1,3.50877192982456
FXR2,3.7037037037037
FXYD3,2.17391304347826
FXYD5,24.0
FXYD7,2.24719101123596
FYCO1,2.98507462686567
FYN,4.2
FYTTD1,9.45454545454546
FZD1,2.7027027027027
FZD2,3.63636363636364
FZD3,3.7037037037037
FZD4,2.56410256410256
FZD5,2.73972602739726
FZD6,3.77358490566038
FZD7,2.56410256410256
FZD8,2.38095238095238
FZD9,2.94117647058824
FZR1,3.125
G2E3,2.73972602739726
G3BP1,5.69230769230769
G3BP2,4.8
G6PC3,24.0
G6PD,24.0
GAA,3.2258064516129
GAB1,2.56410256410256
GAB2,2.73972602739726
GABARAP,24.0
GABARAPL1,4.57142857142857
GABARAPL2,11.3846153846154
GABPA,3.50877192982456
GABPB1,3.17460317460317
GABPB2,3.27868852459016
GABRA3,14.4
GABRE,2.40963855421687
GABRQ,6.42857142857143
GABRR2,3.38983050847458
GADD45A,2.63157894736842
GADD45B,2.24719101123596
GADD45GIP1,6.93333333333333
GAK,8.48
GAL,24.0
GAL3ST2,2.5974025974026
GALC,13.2
GALE,10.5
GALK1,24.0
GALK2,3.2258064516129
GALM,9.81818181818182
GALNS,24.0
GALNT1,14.0571428571429
GALNT10,8.46153846153846
GALNT11,8.17391304347826
GALNT18,9.6
GALNT2,10.1176470588235
GALNT7,6.66666666666667
GALNT9,2.32558139534884
GALNTL6,2.77777777777778
GALT,3.7037037037037
GAMT,24.0
GAN,3.33333333333333
GANAB,24.0
GANC,3.38983050847458
GAPDH,24.0
GAPDHS,2.38095238095238
GAPVD1,6.08695652173913
GAR1,4.61538461538461
GAREM1,2.32558139534884
GARIN1A,2.32558139534884
GARIN2,7.4375
GARIN5A,24.0
GARNL3,2.32558139534884
GARRE1,3.17460317460317
GARS1,10.0
GART,10.9565217391304
GAS1,2.12765957446809
GAS2L1,7.2
GAS2L3,3.63636363636364
GAS6,2.73972602739726
GAS6-AS1,2.22222222222222
GATA2,2.7027027027027
GATA6,2.46913580246914
GATAD1,3.44827586206897
GATAD2A,8.8
GATAD2B,4.5
GATB,10.0
GATC,3.84615384615385
GATD1,2.77777777777778
GATD3,4.0
GBA1,21.5294117647059
GBA2,2.85714285714286
GBA3,12.3157894736842
GBE1,12.8275862068966
GBF1,8.0
GBP2,8.68965517241379
GBX2,2.32558139534884
GCA,9.21739130434783
GCAT,14.0
GCC1,2.35294117647059
GCDH,9.17647058823529
GCFC2,3.50877192982456
GCH1,3.77358490566038
GCHFR,3.44827586206897
GCLC,4.16
GCLM,5.69230769230769
GCN1,5.33333333333333
GCNA,2.46913580246914
GCNT1,2.24719101123596
GCNT2,2.35294117647059
GCSH,3.84615384615385
GDA,12.9
GDAP1,10.5454545454545
GDAP2,8.45714285714286
GDE1,14.2702702702703
GDF1,8.0
GDF11,4.28571428571429
GDF15,3.7037037037037
GDI1,9.76
GDI2,11.0769230769231
GDPD5,8.0
GDPGP1,2.77777777777778
GEM,2.12765957446809
GEMIN2,4.38095238095238
GEMIN4,2.4390243902439
GEMIN5,7.52
GEMIN6,4.64516129032258
GEMIN7,2.53164556962025
GEMIN8,3.07692307692308
GEN1,2.63157894736842
GET1,9.6551724137931
GET3,12.0
GET4,4.0
GFER,2.85714285714286
GFM1,10.5185185185185
GFM2,6.0
GFOD1,2.77777777777778
GFOD2,2.56410256410256
GFOD3P,3.84615384615385
GFPT1,9.25
GFPT2,3.57142857142857
GFUS,3.57142857142857
GGA1,5.09090909090909
GGA2,3.7037037037037
GGA3,3.17460317460317
GGCT,9.84615384615385
GGCX,10.0
GGH,24.0
GGNBP2,2.53164556962025
GGPS1,5.10344827586207
GGT1,4.0
GHDC,17.4
GHITM,24.0
GHR,3.84615384615385
GHRL,2.22222222222222
GID4,2.40963855421687
GID8,4.96551724137931
GIGYF1,2.5
GIGYF2,3.17460317460317
GIN1,2.32558139534884
GINM1,7.15789473684211
GINS1,5.44
GINS2,7.65217391304348
GINS3,2.63157894736842
GINS4,9.11111111111111
GIPC1,10.1052631578947
GIPC3,10.8571428571429
GIT1,7.0
GIT2,3.57142857142857
GJA1,4.8
GJB7,3.125
GJC1,2.24719101123596
GJC2,2.8169014084507
GJD3,4.45714285714286
GK,3.63636363636364
GK5,6.11764705882353
GLA,24.0
GLB1,11.5555555555556
GLB1L2,24.0
GLCCI1,2.40963855421687
GLCE,3.38983050847458
GLE1,10.125
GLG1,20.4705882352941
GLI2,2.73972602739726
GLI3,2.5
GLI4,2.46913580246914
GLIPR1,17.7391304347826
GLIPR1L1,2.56410256410256
GLIPR2,3.84615384615385
GLIS1,2.56410256410256
GLIS2,3.7037037037037
GLIS3,2.5
GLMN,2.32558139534884
GLMP,21.2307692307692
GLO1,20.5714285714286
GLOD4,9.2
GLP2R,9.14285714285714
GLRA1,2.1505376344086
GLRA2,2.29885057471264
GLRX,3.57142857142857
GLRX2,8.42105263157895
GLRX3,24.0
GLRX5,10.1176470588235
GLS,3.38983050847458
GLS2,2.32558139534884
GLT8D1,4.47058823529412
GLT8D2,24.0
GLTP,10.1666666666667
GLUD1,21.0810810810811
GLUD2,22.4444444444444
GLUL,6.76923076923077
GLYCTK,2.8169014084507
GLYR1,8.33333333333333
GM2A,24.0
GMCL1,3.17460317460317
GMDS,2.5974025974026
GMEB1,2.89855072463768
GMEB2,2.73972602739726
GMFB,9.67441860465116
GMIP,5.44
GMNN,3.17460317460317
GMPPA,10.4347826086957
GMPPB,4.0
GMPR2,5.33333333333333
GMPS,8.44444444444444
GNA11,3.63636363636364
GNA12,4.44444444444444
GNA13,2.8169014084507
GNAI1,2.94117647058824
GNAI2,15.219512195122
GNAI3,8.77777777777778
GNAL,3.125
GNAO1,4.25
GNAQ,3.07692307692308
GNAS,24.0
GNAT2,11.2592592592593
GNAZ,2.73972602739726
GNB1,14.4705882352941
GNB1L,2.5
GNB2,24.0
GNB3,2.32558139534884
GNB4,10.0952380952381
GNB5,10.1428571428571
GNE,3.03030303030303
GNG10,24.0
GNG11,24.0
GNG12,10.7692307692308
GNG13,3.50877192982456
GNG3,2.7027027027027
GNG4,24.0
GNG5,24.0
GNL2,4.26666666666667
GNL3,4.23529411764706
GNL3L,11.3103448275862
GNPAT,16.0
GNPDA1,8.47058823529412
GNPDA2,2.85714285714286
GNPNAT1,6.28571428571429
GNPTAB,9.41935483870968
GNPTG,2.5974025974026
GNRH1,2.08333333333333
GNRH2,2.22222222222222
GNS,24.0
GOLGA1,3.7037037037037
GOLGA2,6.20689655172414
GOLGA2P5,2.46913580246914
GOLGA3,8.42105263157895
GOLGA4,3.63636363636364
GOLGA5,3.03030303030303
GOLGA7,8.625
GOLGA8A,2.94117647058824
GOLGB1,5.14285714285714
GOLIM4,4.85714285714286
GOLM1,13.6551724137931
GOLM2,20.8235294117647
GOLPH3,3.27868852459016
GOLPH3L,2.5
GOLT1B,3.50877192982456
GON4L,3.125
GON7,6.33333333333333
GOPC,2.63157894736842
GORAB,2.17391304347826
GORASP1,5.85714285714286
GORASP2,6.06451612903226
GOSR1,3.03030303030303
GOSR2,4.15384615384615
GOT1,8.28571428571428
GOT2,19.2
GPAA1,24.0
GPALPP1,8.93617021276596
GPAM,3.77358490566038
GPAT3,3.33333333333333
GPAT4,6.57142857142857
GPATCH1,2.94117647058824
GPATCH11,2.46913580246914
GPATCH2,2.24719101123596
GPATCH2L,2.66666666666667
GPATCH3,2.73972602739726
GPATCH4,3.2258064516129
GPATCH8,3.50877192982456
GPBP1,2.4390243902439
GPBP1L1,3.84615384615385
GPC1,10.0740740740741
GPC2,2.5974025974026
GPC5,2.5
GPCPD1,2.5974025974026
GPD1,2.46913580246914
GPD1L,10.2352941176471
GPD2,11.1304347826087
GPER1,2.1978021978022
GPHN,2.98507462686567
GPI,24.0
GPKOW,5.53846153846154
GPN1,10.4864864864865
GPN2,3.33333333333333
GPN3,10.0
GPNMB,11.1428571428571
GPR107,8.7741935483871
GPR135,2.85714285714286
GPR137,13.3333333333333
GPR153,7.6
GPR156,2.56410256410256
GPR157,2.63157894736842
GPR161,2.94117647058824
GPR162,2.12765957446809
GPR176,6.08
GPR180,3.03030303030303
GPR183,2.7027027027027
GPR20,2.0
GPR37,2.35294117647059
GPR39,2.63157894736842
GPR63,2.29885057471264
GPR75,2.98507462686567
GPRASP3,7.25
GPRC5A,5.25714285714286
GPRC5B,3.77358490566038
GPRC5C,3.63636363636364
GPRC5D,4.33333333333333
GPRIN1,5.45454545454546
GPRIN3,2.53164556962025
GPS1,15.0
GPS2,10.0
GPSM1,5.04347826086957
GPSM2,4.8
GPT,2.73972602739726
GPT2,4.85714285714286
GPX1,24.0
GPX2,1.98019801980198
GPX3,2.5974025974026
GPX4,24.0
GPX8,8.27586206896552
GRAMD1A,3.63636363636364
GRAMD1C,9.33333333333333
GRAMD4,3.7037037037037
GRB10,3.50877192982456
GRB14,3.33333333333333
GRB2,5.33333333333333
GREB1L,3.03030303030303
GRHPR,9.6
GRIK1,2.85714285714286
GRIK2,3.27868852459016
GRIN2D,5.45454545454546
GRINA,16.9565217391304
GRIPAP1,3.84615384615385
GRK2,5.66666666666667
GRK3,2.8169014084507
GRK4,3.17460317460317
GRK5,2.98507462686567
GRK6,4.70588235294118
GRK7,2.7027027027027
GRM7,2.85714285714286
GRM8,2.29885057471264
GRN,24.0
GRPEL1,3.2258064516129
GRPEL2,2.27272727272727
GRSF1,8.72727272727273
GRTP1,3.2258064516129
GRWD1,3.63636363636364
GSDMB,2.35294117647059
GSDME,2.98507462686567
GSE1,3.50877192982456
GSK3A,6.5
GSK3B,3.63636363636364
GSKIP,2.66666666666667
GSN,24.0
GSPT1,10.5185185185185
GSR,13.2972972972973
GSS,24.0
GSTA4,3.77358490566038
GSTCD,4.4
GSTK1,22.0
GSTM3,24.0
GSTM4,21.6
GSTO1,24.0
GSTO2,3.50877192982456
GSTP1,24.0
GSTT1,9.33333333333333
GSTZ1,3.125
GTF2A1,4.16
GTF2A2,10.25
GTF2B,2.66666666666667
GTF2E1,2.56410256410256
GTF2E2,3.7037037037037
GTF2F1,6.51851851851852
GTF2F2,3.57142857142857
GTF2H1,5.04347826086957
GTF2H3,3.125
GTF2H5,18.8571428571429
GTF2I,7.5
GTF2IRD1,3.84615384615385
GTF3C1,9.0
GTF3C2,6.97142857142857
GTF3C3,5.6
GTF3C4,2.66666666666667
GTF3C5,6.06896551724138
GTF3C6,11.2727272727273
GTPBP1,6.66666666666667
GTPBP10,2.56410256410256
GTPBP2,3.2258064516129
GTPBP3,4.30769230769231
GTPBP4,3.84615384615385
GTPBP8,6.2
GTSE1,5.64705882352941
GUCD1,4.15384615384615
GUF1,5.0
GUK1,24.0
GULP1,2.77777777777778
GUSB,3.84615384615385
GUSBP2,2.35294117647059
GYG1,11.0
GYG2,8.74074074074074
GYS1,10.0
GZF1,2.24719101123596
H1-0,3.77358490566038
H1-10,6.06060606060606
H1-10-AS1,2.29885057471264
H1-2,3.84615384615385
H1-4,5.73333333333333
H1-5,3.63636363636364
H2AC11,4.46153846153846
H2AC12,6.0
H2AC13,5.8
H2AC14,24.0
H2AC15,2.94117647058824
H2AC16,3.7037037037037
H2AC17,3.44827586206897
H2AC20,3.07692307692308
H2AC21,2.98507462686567
H2AC25,3.03030303030303
H2AC4,2.94117647058824
H2AC6,3.33333333333333
H2AC7,2.66666666666667
H2AC8,6.27027027027027
H2AJ,11.52
H2AX,3.44827586206897
H2AZ1,18.0
H2AZ2,13.2
H2BC10,4.68571428571429
H2BC11,6.625
H2BC12,3.57142857142857
H2BC13,5.46666666666667
H2BC14,7.39622641509434
H2BC15,2.73972602739726
H2BC17,6.5
H2BC18,4.55555555555556
H2BC21,7.03030303030303
H2BC26,5.5609756097561
H2BC4,24.0
H2BC5,4.96
H2BC7,4.2962962962963
H2BC8,3.84615384615385
H2BC9,4.25
H3-3A,24.0
H3-3B,8.33333333333333
H3-5,9.37931034482759
H3C1,4.88888888888889
H3C10,4.0
H3C2,3.07692307692308
H3C4,3.03030303030303
H3C6,2.08333333333333
H3C7,6.4
H3C8,2.89855072463768
H4C1,3.50877192982456
H4C12,9.9
H4C16,3.17460317460317
H4C2,2.8169014084507
H4C3,3.2258064516129
H4C4,3.38983050847458
H4C5,2.85714285714286
H4C8,3.50877192982456
H4C9,3.03030303030303
HABP4,6.11764705882353
HACD1,24.0
HACD2,11.3846153846154
HACD3,10.6285714285714
HACE1,2.8169014084507
HACL1,13.0
HACL2,10.6
HADH,10.8888888888889
HADHA,24.0
HADHB,24.0
HAGH,9.14285714285714
HAGHL,2.89855072463768
HAPSTR1,3.50877192982456
HARBI1,2.17391304347826
HARS1,10.56
HARS2,5.71428571428571
HAS3,3.84615384615385
HASPIN,2.40963855421687
HAT1,12.0
HAUS1,15.0967741935484
HAUS2,9.41176470588235
HAUS3,2.12765957446809
HAUS4,19.875
HAUS6,2.8169014084507
HAUS7,3.57142857142857
HAUS8,2.8169014084507
HAX1,17.4857142857143
HBEGF,2.4390243902439
HBP1,2.89855072463768
HBS1L,10.7368421052632
HCCS,3.125
HCFC1,10.3076923076923
HCFC1R1,16.8
HCFC2,2.5974025974026
HCN2,10.6666666666667
HCN3,2.22222222222222
HDAC1,13.5483870967742
HDAC10,2.73972602739726
HDAC11,9.6
HDAC2,11.1428571428571
HDAC3,10.6153846153846
HDAC4,3.07692307692308
HDAC5,3.63636363636364
HDAC6,6.0
HDAC7,6.0
HDAC8,2.66666666666667
HDDC2,19.2
HDDC3,5.76
HDGF,18.9473684210526
HDGFL2,6.0
HDHD2,3.57142857142857
HDHD3,2.12765957446809
HDHD5,9.38461538461539
HDLBP,18.8
HDX,2.1505376344086
HEATR1,8.0
HEATR3,3.27868852459016
HEATR4,2.1978021978022
HEATR5B,4.17391304347826
HEATR6,3.125
HEBP1,6.94736842105263
HEBP2,24.0
HECA,2.8169014084507
HECTD1,8.53333333333333
HECTD2,3.17460317460317
HECTD3,9.16666666666667
HECTD4,8.66666666666667
HECW1,2.63157894736842
HELB,2.73972602739726
HELLS,3.17460317460317
HELQ,2.63157894736842
HELZ,4.66666666666667
HELZ2,4.96551724137931
HEMK1,2.98507462686567
HENMT1,8.60606060606061
HERC1,3.2258064516129
HERC2,3.50877192982456
HERC2P3,4.0
HERC3,3.57142857142857
HERC4,3.63636363636364
HERC5,10.4761904761905
HERC6,2.5
HERPUD1,2.38095238095238
HERPUD2,2.46913580246914
HES1,2.40963855421687
HES4,6.61538461538461
HES7,3.33333333333333
HEXA,24.0
HEXB,24.0
HEXD,3.57142857142857
HEXIM1,2.38095238095238
HEXIM2,2.29885057471264
HEY1,2.53164556962025
HEY2,2.85714285714286
HEYL,4.0
HFE,11.1304347826087
HGF,2.35294117647059
HGS,6.31578947368421
HHAT,10.6666666666667
HHEX,2.27272727272727
HIBADH,11.4285714285714
HIBCH,2.24719101123596
HIC2,2.24719101123596
HIF1A,5.80645161290323
HIF1AN,5.5609756097561
HIGD1A,24.0
HIGD1B,9.53846153846154
HIGD2A,18.6
HIKESHI,11.2727272727273
HILPDA,2.27272727272727
HINFP,3.2258064516129
HINT1,24.0
HINT2,8.0
HINT3,3.84615384615385
HIP1,8.33333333333333
HIP1R,3.63636363636364
HIPK1,5.53846153846154
HIPK2,5.6
HIPK3,3.50877192982456
HIRA,5.47368421052632
HIRIP3,4.0
HIVEP1,2.63157894736842
HIVEP2,2.8169014084507
HIVEP3,2.56410256410256
HJURP,2.32558139534884
HK1,11.6
HK2,4.0
HLA-A,24.0
HLA-B,24.0
HLA-C,24.0
HLA-DOB,2.73972602739726
HLCS,3.125
HLF,3.38983050847458
HLTF,9.33333333333333
HLX,2.4390243902439
HM13,11.0
HMBOX1,3.125
HMBS,10.1538461538462
HMCES,8.13333333333333
HMG20A,3.07692307692308
HMG20B,10.5
HMGA1,18.6666666666667
