gene,h3k27me3_gm,h3k36me3_gm,mae_pred_gm,mae_prob_gm,h3k27me3_k5,h3k36me3_k5,mae_pred_k5,mae_prob_k5,switch,is_sig_paralog,is_nsig_paralog
TBC1D3C,0.009684841350527048,0.012761517470169619,1,0.6076898166208504,0.010835250682219487,0.01953125,1,0.6007997988060629,MAE in both,False,True
C19ORF70,0.1589705174166622,0.7559526994488737,0,0.06691469715225676,0.7258815345925411,0.5639982876712328,1,0.6319134309477997,BAE→MAE (gained in cancer),False,False
BIRC3,0.16662207715768634,0.9505591524426134,0,0.027562492439206273,0.7435389801487506,0.4496468321917808,1,0.763694267915043,BAE→MAE (gained in cancer),False,True
SCARF2,0.9760286799721761,0.049761892022045055,1,0.9829924808736871,0.9760821873829525,0.144798801369863,1,0.9731201568774358,MAE in both,False,True
ZNF540,0.43180480496548773,0.44020546845738134,0,0.498297479319124,0.2163839691797314,0.4497003424657534,0,0.28884008021015917,BAE in both,False,False
SULT1A4,0.009684841350527048,0.012761517470169619,1,0.6076898166208504,0.010835250682219487,0.01953125,1,0.6007997988060629,MAE in both,False,True
ARL6IP6,0.250949756541281,0.7474450211354272,0,0.09697135046879421,0.12199689657017497,0.896564640410959,0,0.03009036264546271,BAE in both,False,False
RSC1A1,0.3002835892771149,1.0,0,0.03622836209939306,0.5855315961260634,0.9960402397260274,0,0.10532968275910153,BAE in both,False,False
PCDH20,0.8472898496441758,0.36706083792605276,1,0.8795208698844448,0.03408422066456204,0.1308861301369863,0,0.4879705320358166,MAE→BAE (lost in cancer),False,True
FOXRED2,0.3428754882551233,0.6080582160629248,0,0.234464170375134,0.3448017550430735,0.8213291952054794,0,0.09744118869092015,BAE in both,False,False
ZNF469,0.8024506394135588,0.05243726256086468,1,0.9664607140171332,0.9461715447589492,0.07919520547945205,1,0.9780015667963858,MAE in both,False,False
SEC23IP,0.18064101878110117,0.9369147626946333,0,0.031038215221644155,0.3366151211942854,0.9110124143835616,0,0.06298214696675201,BAE in both,False,True
RBBP9,0.04863823639574081,0.8037348172721922,0,0.03541949415249853,0.09401252073412168,0.6256956335616438,0,0.09542312753647339,BAE in both,False,False
KIAA0040,0.4356038311306116,0.8015945208411365,0,0.1453450569123907,0.7267911605757398,0.5921982020547946,1,0.5999213409316269,BAE→MAE (gained in cancer),False,False
RPS6KA5,0.4098667665471668,0.47300551126331,0,0.4366811059033256,0.1883460859329017,0.4972174657534247,0,0.22350958457209416,BAE in both,False,True
TRAM1,0.07169993044036599,0.9175450799935791,0,0.022440637939902582,0.07983305687837766,0.8680971746575342,0,0.029349939819855248,BAE in both,False,True
TRAPPC9,0.5920595002407834,0.468510888758093,1,0.6187460028547107,0.8562255872438332,0.4303831335616438,1,0.8469934216541678,MAE in both,False,False
CD27,0.4849911712772219,0.5912033816683611,0,0.3679101841894453,0.802076087538124,0.10482662671232877,1,0.9569524885184307,BAE→MAE (gained in cancer),False,True
GFPT2,0.8241746481887742,0.11803734817272192,1,0.9578447107317147,0.9830916581946599,0.17433647260273974,1,0.9698583612369076,MAE in both,False,True
GRK7,0.7531703140885012,0.1977098828187704,1,0.9206810739371213,0.5379100005350741,0.3405928938356164,1,0.7111881652158054,MAE in both,False,True
TTLL4,0.3145165605436353,0.8475038792872813,0,0.07769915964325504,0.30477821178233183,0.8087007705479452,0,0.08937870540512725,BAE in both,False,False
AHCYL2,0.2314730590186741,0.4884691529776874,0,0.26258266242078065,0.5722082508427417,0.4905821917808219,1,0.5738169020784168,BAE→MAE (gained in cancer),False,True
CISD2,0.03959548397453047,0.6497939964685109,0,0.07031264107906203,0.2120498689068436,0.7546553938356164,0,0.08166943128845851,BAE in both,False,True
SEMA5B,0.9210230616940446,0.20477286104125422,1,0.9559415026494297,0.9387340146610306,0.11033818493150685,1,0.9737096761742299,MAE in both,False,True
PIGX,0.13719300123067044,0.6263042431376745,0,0.11083170531242939,0.2507892343089518,0.7809289383561644,0,0.08341187959413668,BAE in both,False,False
EHMT2,0.38846380223660976,0.8137407030873776,0,0.11744513292327217,0.5346460484777141,0.7919520547945206,0,0.2084202698556557,BAE in both,False,True
GTF2IRD1,0.7600727700786559,0.31992080903205095,1,0.8672595084296776,0.5312750815988014,0.4928831335616438,1,0.5312295082325652,MAE in both,False,True
PDK3,0.6085397827599123,0.5313820964203542,1,0.5595760432733953,0.7746267858098347,0.3271083047945205,1,0.8697557558221154,MAE in both,False,True
SRSF5,0.02498796083257531,0.9820215099791321,0,0.013714755570826966,0.5693723580715929,0.992455051369863,0,0.10108072405349071,BAE in both,False,True
DYRK4,0.6116967199957194,0.5705495211086735,1,0.5147392723941567,0.7988656428915405,0.5199593321917808,1,0.7397033917776802,MAE in both,False,True
SDR9C7,0.8190914441650169,0.37856493124297713,1,0.8606040090844468,0.5310610519556959,0.12612371575342465,1,0.8732946191705595,MAE in both,False,True
DNAJC24,0.15485044678687998,0.5655198244956926,0,0.15271459001803306,0.15153298731874365,0.6885166952054794,0,0.08848808789658726,BAE in both,False,False
MAP3K14,0.4015731178768259,0.9063620311413131,0,0.08155473821438927,0.5178982289047033,0.673212756849315,0,0.306696939557624,BAE in both,False,False
ABCG5,0.8616833431430253,0.3647065118518915,1,0.8865643828096771,0.8817486221841725,0.24513056506849315,1,0.9384238077147821,MAE in both,False,True
PDE3B,0.5319171705281182,0.1947669752260688,1,0.8314208687611473,0.1682808068917545,0.6269263698630136,0,0.12313847766667042,MAE→BAE (lost in cancer),False,True
RBM20,0.6935095510728236,0.3445877253999679,1,0.8166193993110766,0.42864786772968055,0.5709546232876712,0,0.340037761615142,MAE→BAE (lost in cancer),False,False
RNF182,0.7647814222269784,0.37701321633046175,1,0.8340081506001839,0.2722457060302852,0.640625,0,0.16499700272607082,MAE→BAE (lost in cancer),False,True
ZNF676,0.15495746160843277,0.18358392637380277,1,0.5418674514886961,0.04104018406549307,0.12376926369863013,1,0.503571310246099,MAE in both,False,False
SAR1B,0.24249558563861096,0.8149713735352346,0,0.0693225781586584,0.07004120070629782,0.8316566780821918,0,0.033642661605065426,BAE in both,False,True
CXCL1,0.9654877200492268,0.49681630905880464,1,0.8598304294507738,0.5494140938519985,0.16085188356164384,1,0.86195026729804,MAE in both,False,True
BDKRB2,0.896944726844668,0.1984589865696399,1,0.953182497432732,0.8851195890630852,0.12382277397260275,1,0.9655965273537105,MAE in both,False,True
ZNF705D,0.009684841350527048,0.025630049761892024,1,0.5924827462612812,0.010835250682219487,0.01953125,1,0.6007997988060629,MAE in both,False,False
UPP2,0.7105249076997164,0.21028412435122265,1,0.9022032080350022,0.7596982182032211,0.2727953767123288,1,0.8916344505192384,MAE in both,False,True
USP36,0.23045641821392263,0.9811118839959334,0,0.030392633449126603,0.5042538391567232,0.967679794520548,0,0.08952595350075358,BAE in both,False,False
LIX1,0.6352934881481085,0.26635989084488204,1,0.8388689668284833,0.3189041682272995,0.5654965753424658,0,0.2557887290485321,MAE→BAE (lost in cancer),False,True
FBXL4,0.07421477874685643,0.6248060356359356,0,0.08926449744171354,0.16533789929905293,0.7038206335616438,0,0.0868041654160264,BAE in both,False,False
SH3BGRL,0.3078281341965862,0.5617743057413451,0,0.2510134035208177,0.052116218096206327,0.4985017123287671,0,0.14337016381785553,BAE in both,False,True
DPEP1,0.7961367649419444,0.046230402910803145,1,0.9666458972575299,0.9119268018620579,0.10386344178082192,1,0.9717591908330071,MAE in both,False,True
PRLR,0.6599604045160254,0.3609074856867676,1,0.7826640474034569,0.6934025362512708,0.2406892123287671,1,0.881305815605909,MAE in both,False,True
EGR4,0.9988763443736958,0.12221092621328054,1,0.9779045384886079,0.9600299641500348,0.1230736301369863,1,0.974243432503402,MAE in both,False,True
SERPINB10,0.20241853496709294,0.4374765905077853,0,0.28992146202618446,0.061587029803627805,0.17096532534246575,0,0.46572649994033066,BAE in both,False,True
EAF2,0.11830488522660389,0.8302209856065065,0,0.04066777359840072,0.048745251217293596,0.5143407534246576,0,0.13252224642277843,BAE in both,False,True
FAAH2,0.411257959227353,0.24522446358820696,1,0.7052816267164185,0.04323398790732517,0.15111301369863014,0,0.47209323743723236,MAE→BAE (lost in cancer),False,True
FAM122A,0.4647653700037455,0.6234683503665258,0,0.31439439324657004,0.44106158702980364,0.8035102739726028,0,0.1468465694404268,BAE in both,False,False
PIGZ,0.5896516667558457,0.4891112419070041,1,0.5922577701732191,0.7253464604847771,0.5025149828767124,1,0.6986998617143394,MAE in both,False,False
OR2F1,0.9444058002033282,0.18058751137032478,1,0.9640242003095437,0.8844239927229921,0.339576198630137,1,0.9063055412893959,MAE in both,False,False
ABCB6,0.3674888972122639,0.8363208304350153,0,0.09880587436430377,0.6184921611643213,0.9203232020547946,0,0.16289914732779778,BAE in both,False,True
HGFAC,0.606720530793515,0.05259778479319386,1,0.930224311381659,0.7961367649419444,0.1545911815068493,1,0.9444337872141533,MAE in both,False,True
TOR2A,0.7489967360479426,0.680346728021831,1,0.5145934785737284,0.7277542939697148,0.4504494863013699,1,0.7515679231326647,MAE in both,False,True
PLIN5,0.8135801808550485,0.036866606024934453,1,0.9701534966827445,0.8638771469848574,0.0977097602739726,1,0.9670614984262939,MAE in both,False,True
RPL37,0.09973781368719567,0.978597035689443,0,0.01862323097186552,0.6856439616886939,0.9996254280821918,0,0.14639266368731935,BAE in both,False,False
MTO1,0.28118144362994274,0.8990850232757237,0,0.05420842440337574,0.21889881748622184,0.9006314212328768,0,0.042622390956575704,BAE in both,False,False
PSMB4,0.5355021670501364,0.9258387286639199,0,0.12020884404046445,0.784900208678902,0.9858197773972602,0,0.2133714934928638,BAE in both,False,True
KRTAP5-2,0.9664508534432019,0.13585531596126063,1,0.9732806750710618,0.968644657285034,0.3127140410958904,1,0.9389428705511804,MAE in both,False,False
BTLA,0.08272245706030285,0.8872598854941409,0,0.027075458236217067,0.6669163679169565,0.2397795376712329,1,0.870472049242502,BAE→MAE (gained in cancer),False,False
ZNF488,0.8996736047942641,0.13317994542244102,1,0.9659657941235239,0.9769918133661513,0.2462542808219178,1,0.9566061664293583,MAE in both,False,True
POP1,0.11113489218256728,0.956658997271122,0,0.021632818490992106,0.2658783241478945,0.9537671232876712,0,0.03959398275235307,BAE in both,False,False
DHX8,0.5884209963079886,0.8043233987907326,0,0.23436050856700527,0.40810102199154585,0.8410744863013698,0,0.11162908352172093,BAE in both,False,True
SRGN,0.1848681042324362,0.953930119321526,0,0.02908060850839921,0.19669324201401894,0.638056506849315,0,0.1294220338195364,BAE in both,False,False
ZNF101,0.3086307453582321,0.9355770774252234,0,0.05064640531330216,0.5329338113328697,0.7093857020547946,0,0.28199286179978145,BAE in both,False,True
KLF1,0.8188774145219113,0.03189041682272995,1,0.9714388733740833,0.3400931028947509,0.883882705479452,0,0.07225442723650301,MAE→BAE (lost in cancer),False,True
BPIFB1,0.9019744234576489,0.2828401733640109,1,0.9319975365025873,0.9529134785167745,0.16695205479452055,1,0.9673554738286662,MAE in both,False,True
PM20D1,0.8457381347316604,0.2371983519717481,1,0.9322215641303034,0.8941623414842955,0.24892979452054795,1,0.9401417481607662,MAE in both,False,False
BRAP,0.34003959548397455,0.9252501471453797,0,0.05972085687802656,0.3132858900957783,0.8817958047945206,0,0.06612813903189903,BAE in both,False,False
FIGLA,0.8567071539408208,0.20150890898389426,1,0.9448118097176433,0.7965113168173792,0.2635916095890411,1,0.9086857479161998,MAE in both,False,True
SPATS2,0.5740810102199154,0.7413451763069185,0,0.28290105702667545,0.16721065867622667,0.591716609589041,0,0.1426009910037558,BAE in both,False,True
SMTNL2,0.9612071271871154,0.20252554978864573,1,0.9625409357471462,0.9495425116378619,0.1421232876712329,1,0.9706279913241341,MAE in both,False,False
HAL,0.8350366525763818,0.4384932313125368,1,0.8303227287369347,0.8870458558510353,0.4904751712328767,1,0.8229588334683045,MAE in both,False,False
SCN1B,0.8885440633527744,0.04221734710257371,1,0.977021287007402,0.8159345069292097,0.2866545376712329,1,0.9055545394360751,MAE in both,False,True
KCNAB2,0.5136176360425919,0.6793835946278559,0,0.2967471406315836,0.9063085237305367,0.3779430650684932,1,0.8971993037902406,BAE→MAE (gained in cancer),False,True
WNT1,0.9995184333030125,0.03975600620685965,1,0.9852060012364945,0.9996789555353417,0.2105629280821918,1,0.966368844451933,MAE in both,False,True
NACC1,0.21328053935470062,0.6972550698271711,0,0.10599129650427948,0.49986623147305903,0.7411708047945206,0,0.22772267636506538,BAE in both,False,True
CHD3,0.589972711220504,0.8979613676494195,0,0.1626171515023744,0.35999785970356896,0.6857341609589042,0,0.1826578352654516,BAE in both,True,True
APEX2,0.5279576221306651,0.7417197281823532,0,0.24723602544815865,0.6304243137674568,0.9677868150684932,0,0.13900061096444055,BAE in both,False,False
TBX20,0.6834501578468618,0.10899459575151159,1,0.9317733855627081,0.17159826635989084,0.09840539383561644,1,0.6576418875503846,MAE in both,False,True
CD44,0.4119000481566697,0.6950077585745625,0,0.2075212508543533,0.8014875060195837,0.3373822773972603,1,0.8758684207847205,BAE→MAE (gained in cancer),False,False
DCAF15,0.09048103162287977,0.6557868264754668,0,0.0823204838786449,0.5880464444325539,0.8024400684931506,0,0.23576324231667153,BAE in both,False,False
ENTPD1,0.09262132805393547,0.7641928407084381,0,0.05037020414689207,0.5794852587083311,0.3805650684931507,1,0.7043016396326555,BAE→MAE (gained in cancer),False,True
SRL,0.9067365830167479,0.17379207020172294,1,0.9598265551267176,0.9660227941569908,0.2365154109589041,1,0.9568053604877591,MAE in both,False,True
C3ORF33,0.39782759912247845,0.4857937824388678,0,0.4097540499502504,0.16111081384771792,0.7059075342465754,0,0.08469489040065863,BAE in both,False,False
CCDC124,0.1733105035047354,0.688800898924501,0,0.09552517389449959,0.6577666006741933,0.7340004280821918,0,0.36245346631595676,BAE in both,False,False
ADGRG6,0.6322970731446306,0.244956926534325,1,0.8511249302840639,0.5071432393386484,0.3989190924657534,1,0.6207868623168525,MAE in both,False,True
TREML1,0.9129434426668094,0.0802611161645888,1,0.974878114908173,0.9640430199582642,0.1876070205479452,1,0.965475549443701,MAE in both,False,True
VIT,0.8186098774680293,0.1661940178714752,1,0.9460520658382624,0.8715822141366579,0.3604987157534247,1,0.8924276693505667,MAE in both,False,False
RNF38,0.13189576756380758,0.8570817058162555,0,0.037701825984966485,0.12643801166461555,0.771404109589041,0,0.05524476095310688,BAE in both,False,True
FAM196B,0.2818770399700358,0.8147573438921291,0,0.08008716201363927,0.8513029054524052,0.4038420376712329,1,0.8608721365438022,BAE→MAE (gained in cancer),False,False
YY1,0.3770667237412382,0.8521055166140511,0,0.0952960566458593,0.4425597945315426,0.79296875,0,0.15423766597916033,BAE in both,False,True
SLC39A6,0.19936861255283858,0.7919631869013859,0,0.06577400351692307,0.2314195516078977,0.8751605308219178,0,0.05034849006862935,BAE in both,False,True
CCT2,0.042591898978008455,0.9981807480336027,0,0.013575779523196944,0.06640269677350313,0.991117294520548,0,0.015407953805680497,BAE in both,False,True
FAM184B,0.7290919792391246,0.4189630263791535,1,0.7802827674873669,0.8418320937449837,0.4548908390410959,1,0.8225756785610246,MAE in both,False,True
PAPD5,0.24533147840975975,0.5911498742575847,0,0.1848634022871958,0.43704853122157417,0.5916095890410958,0,0.32480049786053367,BAE in both,False,False
PRR11,0.15880999518433303,0.7401680132698378,0,0.0718925352462742,0.3628337524747178,0.7549229452054794,0,0.1384744458016039,BAE in both,False,False
SEC31A,0.14018941623414843,0.8512493980416288,0,0.03999182179441643,0.33147840975975174,0.9356806506849316,0,0.055120195618164045,BAE in both,False,True
DSTN,0.27690085076783133,0.5597945315426186,0,0.23056362435904762,0.1962116753170314,0.630244006849315,0,0.13359968669765182,BAE in both,True,True
PTPRT,0.745358232115148,0.27823853603724114,1,0.8833277352787625,0.6814703836481353,0.2305757705479452,1,0.8816051714479145,MAE in both,False,True
ST8SIA1,0.7367435389801488,0.3324950505645032,1,0.8485459774846024,0.6970410401840655,0.2590967465753425,1,0.8730851858785394,MAE in both,False,True
CASP3,0.11225854780887153,0.906897105249077,0,0.027593541528573174,0.2859971105998181,0.8400577910958904,0,0.07245661587025176,BAE in both,False,True
S100G,0.4631601476804537,0.5065011504093317,0,0.44770589281153406,0.29974851516935097,0.5750749143835616,0,0.23316939866806408,BAE in both,False,False
CCDC94,0.3230242388570817,0.8217133072930601,0,0.09000710776118229,0.3451763069185082,0.6719285102739726,0,0.1841075979457771,BAE in both,False,False
RXRG,0.8599175985874044,0.24955856386109476,1,0.931899330877322,0.8227299480978115,0.2991759417808219,1,0.9025244414339569,MAE in both,False,True
LOXL3,0.5341109743699503,0.6123923163358125,0,0.38881255875293924,0.6736583016747819,0.5675299657534246,1,0.5787388255212522,BAE→MAE (gained in cancer),False,True
SRD5A3,0.39563379528064635,0.4848306490448927,0,0.40881423936571537,0.4308951789822891,0.6264447773972602,0,0.28342083288070535,BAE in both,False,False
KIAA1024L,0.6291936433195998,0.15779335437958159,1,0.8966453953478449,0.1439884423992723,0.2674443493150685,0,0.42842654081820486,MAE→BAE (lost in cancer),False,False
ECHDC3,0.5483439456364706,0.49670929423725185,1,0.5432383164832281,0.5094975654128097,0.6299229452054794,0,0.34627198568918643,MAE→BAE (lost in cancer),False,True
DPH2,0.03488683182620793,0.8111723473701108,0,0.03244720508058474,0.774680293220611,0.7884738869863014,0,0.40780125360192176,BAE in both,False,True
R3HCC1L,0.3375247471774841,0.7364760019262668,0,0.1374375215777637,0.24324468938948043,0.6691994863013698,0,0.13281253880217342,BAE in both,False,False
SEPSECS,0.18534967092942373,0.7136818449355236,0,0.08922507859637845,0.20958852801112954,0.6502033390410958,0,0.12840132037408097,BAE in both,False,False
APCS,0.7004655144737546,0.012761517470169619,1,0.9591095494605488,0.3282947188185564,0.01953125,1,0.8399247856120886,MAE in both,False,True
TRPV4,0.8718497511905399,0.08914334635346996,1,0.969325549970304,0.9511477339611536,0.13345462328767124,1,0.971993332225701,MAE in both,False,True
FOXP3,0.6752635239980738,0.3517042110332281,1,0.8000783366497463,0.5738669805768098,0.4450984589041096,1,0.62900697627303,MAE in both,False,True
DBF4B,0.5014179463855744,0.8155064476429985,0,0.1706271017014704,0.3937610359034726,0.71875,0,0.17825534669362075,BAE in both,False,False
EIF5AL1,0.03044571673176735,0.03172989459040077,1,0.6048872729919278,0.031141313071860452,0.01953125,1,0.6197958399185765,MAE in both,False,True
SOS2,0.1798384076194553,0.6571780191556531,0,0.11239055570883534,0.06249665578682648,0.6435680650684932,0,0.07862741880266017,BAE in both,True,False
SNURF,0.34576488843704856,0.733907646209,0,0.14286766459233913,0.2263363475841404,0.3194028253424658,0,0.4451714765305993,BAE in both,False,False
SPOCK1,0.8320402375729038,0.2714430948686393,1,0.9167354065230874,0.7198887045855851,0.2281142979452055,1,0.8976127896017748,MAE in both,False,True
TAB2,0.41997966718390495,0.5494676012627749,0,0.35631146982647616,0.710203863235058,0.5398116438356164,1,0.645168922942441,BAE→MAE (gained in cancer),False,True
KNOP1,0.39087163572154743,0.7820643159077533,0,0.1357107631202291,0.7021242442078228,0.9393193493150684,0,0.19760061391515385,BAE in both,False,False
RNF103,0.1267055487184975,0.7447161431858312,0,0.06258089428308118,0.0881802129594949,0.643728595890411,0,0.08620353025656448,BAE in both,False,False
PDP1,0.378136871956766,0.4831184119000482,0,0.394300844093658,0.8505002942907592,0.3835081335616438,1,0.8720863431740947,BAE→MAE (gained in cancer),False,True
PLEKHN1,0.9357911070683289,0.10300176574455562,1,0.9743309346104136,0.9012253197067794,0.3590539383561644,1,0.9037419766890126,MAE in both,False,False
BPIFB3,0.9102680721279898,0.25817325699609395,1,0.9411377471314092,0.970410401840655,0.1190068493150685,1,0.9757274034271503,MAE in both,False,True
H6PD,0.5916314409545722,0.583284284873455,0,0.4793427245116219,0.9589063085237305,0.3059717465753425,1,0.9386494565305709,BAE→MAE (gained in cancer),False,True
JMJD4,0.11166996629033121,0.6870886617796564,0,0.0771280634138965,0.3731606827545615,0.8504387842465754,0,0.09468071148062827,BAE in both,False,True
INTS2,0.17314998127240622,0.8498046979506662,0,0.04558643363951238,0.1188934667451442,0.8310680650684932,0,0.040595420141347004,BAE in both,False,False
TSPY10,0.009684841350527048,0.012761517470169619,1,0.6076898166208504,0.010835250682219487,0.01953125,1,0.6007997988060629,MAE in both,False,True
RPS12,0.1582749210765691,0.8070522767403285,0,0.052676906751667515,0.6485633260206538,0.9973779965753424,0,0.13033677857858955,BAE in both,False,False
SMARCC1,0.3810262721386912,0.935523570014447,0,0.06624530663210991,0.24388677831879715,0.9028253424657534,0,0.04633914223989377,BAE in both,False,True
IFT88,0.3488683182620793,0.4689924554550805,0,0.38347023715994777,0.26678795013109313,0.5978702910958904,0,0.1927210191700251,BAE in both,False,False
HOXD1,0.9769383059553748,0.10364385467387233,1,0.978015189025484,0.9857135213227032,0.01953125,1,0.9858518411589174,MAE in both,False,True
MUC6,0.6595858526405908,0.322382149927765,1,0.8129829524274963,0.9624377976349724,0.0818172089041096,1,0.9790740685558271,MAE in both,False,True
ONECUT1,0.9673604794264006,0.3093798491091016,1,0.939591340322119,0.783134464123281,0.2600599315068493,1,0.90571998232411,MAE in both,False,True
CLEC4C,0.330836320830435,0.4019476697522607,0,0.44630583299783605,0.6827010540959922,0.08914811643835617,1,0.9375582844336806,BAE→MAE (gained in cancer),False,True
SIPA1L1,0.3715019530204933,0.746588902563005,0,0.14768478919755737,0.217828669270694,0.525310359589041,0,0.2196520435381661,BAE in both,False,True
RNF169,0.43886778318797154,0.6498475038792872,0,0.266697587271022,0.4376906201508909,0.7597923801369864,0,0.17400336380387735,BAE in both,False,True
PON2,0.6627427898763979,0.4002354326074161,1,0.7499841540275741,0.31976028679972174,0.7071917808219178,0,0.14648907292300586,MAE→BAE (lost in cancer),False,True
KNDC1,0.6171009684841351,0.06934560436620472,1,0.9274725929951434,0.9249826100914976,0.07330907534246575,1,0.976800938871624,MAE in both,False,False
C12ORF54,0.6912622398202151,0.23794745572261758,1,0.8818364381365753,0.869548932527155,0.14399614726027396,1,0.9598435467138603,MAE in both,False,False
TTR,0.6656856974690994,0.42720316763871796,1,0.7265717124337349,0.8139012253197068,0.3246468321917808,1,0.8874971331991857,MAE in both,False,False
AK9,0.6102520199047569,0.34244742896891217,1,0.7643392755225772,0.6967199957194071,0.2325021404109589,1,0.886775948309501,MAE in both,False,False
TNIK,0.319385734924287,0.7710417892878164,0,0.11122180300810273,0.38263149446198297,0.6010809075342466,0,0.27041577725892146,BAE in both,False,True
C17ORF67,0.6216490984001284,0.4888437048531222,1,0.622576972019312,0.8639306543956338,0.4530714897260274,1,0.8361409606411188,MAE in both,False,False
LY6K,0.9500240783348494,0.2874418106907807,1,0.9418132670574214,0.9786505431002194,0.2171982020547945,1,0.9624095994419236,MAE in both,False,True
OR8J1,0.8252983038150784,0.06720530793514902,1,0.9670123173840207,0.26170474610733585,0.01953125,1,0.8015017538051412,MAE in both,False,False
ANKUB1,0.7758574562576916,0.2213601583819359,1,0.9186703864943728,0.8455241050885548,0.39453125,1,0.8636181036864025,MAE in both,False,False
SCOC,0.7733961153619776,0.3824174648188774,1,0.8350129320534938,0.7955481834234042,0.426048801369863,1,0.8166562224229426,MAE in both,False,False
ZHX3,0.3327625876183851,0.5096580876451389,0,0.3233391084273733,0.3081491786612446,0.5269156678082192,0,0.2848999400330397,BAE in both,False,True
RALBP1,0.2914013590882337,0.6726951682808069,0,0.1539324087444503,0.27770346192947726,0.6968642979452054,0,0.13273412579949465,BAE in both,False,False
C5ORF63,0.25383915672320617,0.6682540531863663,0,0.13824036234360956,0.7724329819680026,0.5896297089041096,1,0.6450472810128044,BAE→MAE (gained in cancer),False,False
IL12B,0.8058751137032479,0.14168762373588742,1,0.9495433297202186,0.8690673658301675,0.4423159246575342,1,0.8459216964652244,MAE in both,False,False
FBXO32,0.7240087752153673,0.38980148750601956,1,0.8007404924245971,0.8153459254106694,0.3458904109589041,1,0.8772338550168806,MAE in both,False,True
LYPD1,0.7934613944031248,0.17823318529616353,1,0.9373830724223069,0.7127722189523249,0.3005672089041096,1,0.856457594894585,MAE in both,False,True
PLAA,0.20830435015249613,0.9365402108191985,0,0.03454504713159424,0.03611750227406496,0.6670055650684932,0,0.06414344656598009,BAE in both,False,False
C9ORF78,0.08427417197281824,0.7292525014714538,0,0.05746266909063062,0.40226871421691907,0.924711044520548,0,0.07522726422333886,BAE in both,False,False
HNRNPCL1,0.05126009952378405,0.13055808229439778,1,0.5052641619692269,0.8200545775589919,0.21602097602739725,1,0.9324268631921665,MAE in both,False,True
CSF2RB,0.5600085611857242,0.6184386537535449,0,0.406078005435824,0.8982824121140778,0.08347602739726027,1,0.9730135972988673,BAE→MAE (gained in cancer),False,False
INSM1,0.9697683129113382,0.16100379902616513,1,0.9702431724740527,0.3573759965755257,0.4312928082191781,0,0.4364167471591354,MAE→BAE (lost in cancer),False,True
MAGEL2,0.5448659639360052,0.33998608807319813,1,0.7173824219220685,0.8341805340039595,0.06078767123287671,1,0.9690704117733319,MAE in both,False,True
TRIM71,0.7870405051099577,0.17213334046765477,1,0.9376630694025583,0.9335437958157204,0.24341823630136986,1,0.9496033021334528,MAE in both,False,True
TUB,0.8558510353683986,0.2797902509497565,1,0.9206607734883996,0.9300658141152549,0.15373501712328766,1,0.9665634336521389,MAE in both,False,True
MARC2,0.9011183048852266,0.36010487452512174,1,0.903254021817133,0.8226229332762588,0.2125963184931507,1,0.9341064162636128,MAE in both,False,False
ESPL1,0.3387554176253411,0.9190967949060945,0,0.061154692534307345,0.6354540103804377,0.8425727739726028,0,0.23376171673591467,BAE in both,False,False
ANKRD7,0.6222376799186687,0.31039648991385305,1,0.7992494386328803,0.3075605971427043,0.3787457191780822,0,0.4519211081606397,MAE→BAE (lost in cancer),False,False
OR52N4,0.7340146610305527,0.0852373053667933,1,0.9493178551713974,0.9154047835625234,0.01953125,1,0.9814275790266567,MAE in both,False,False
EDN2,0.6558403338862433,0.15934506929209696,1,0.9053109146213124,0.9452619187757504,0.045216181506849314,1,0.9812622056809888,MAE in both,False,True
AGTR1,0.7406495799668255,0.29070576274814064,1,0.8748354837121312,0.08464872384825298,0.3270547945205479,0,0.3067675482507173,MAE→BAE (lost in cancer),False,True
PPAT,0.3695756862325432,0.7287174273636898,0,0.15809874551647454,0.061854566857509764,0.826091609589041,0,0.03348696881604583,BAE in both,False,False
ZBED9,0.697790143934935,0.5471132751886136,1,0.6255275763020475,0.11793033335116913,0.8855950342465754,0,0.031220142485879628,MAE→BAE (lost in cancer),False,False
ZSCAN25,0.41147198887045855,0.9775803948846915,0,0.06104288048372187,0.5799133179945423,0.8825984589041096,0,0.16759083839426564,BAE in both,False,False
CEP44,0.17882176681470383,0.6107335866017444,0,0.13683526815770258,0.110278773610145,0.8022795376712328,0,0.04501184108717228,BAE in both,False,False
GPS2,0.6135159719621167,0.9695542832682327,0,0.13024024506764728,0.44218524265610787,0.6796875,0,0.24134050204552576,BAE in both,False,False
CLN6,0.48392102306169404,0.6958103697362085,0,0.2572029133778354,0.614372090534539,0.7352846746575342,0,0.3226177571433794,BAE in both,False,False
VEGFC,0.584782492375194,0.1962116753170314,1,0.8577328125971824,0.1302905452405158,0.3466930650684932,0,0.32466073345937563,MAE→BAE (lost in cancer),False,True
RAD17,0.3758895607041575,0.8815880999518433,0,0.08313897854928047,0.1519075391941784,0.8901969178082192,0,0.03475790090944372,BAE in both,False,False
CRISP2,0.2550163197602868,0.30996843062764196,0,0.4847765398289611,0.14821552785060732,0.5233839897260274,0,0.177692021538689,BAE in both,False,True
PLIN3,0.4549735138316657,0.8196265182727808,0,0.14378658873881858,0.13655091230135374,0.6405714897260274,0,0.10385922978214324,BAE in both,False,True
