gene,h3k27me3_gm,h3k36me3_gm,mae_pred_gm,mae_prob_gm,h3k27me3_k5,h3k36me3_k5,mae_pred_k5,mae_prob_k5,switch,is_sig_paralog,is_nsig_paralog
ARAP1,0.31676387179624377,0.8357322489164749,0,0.08262418394279272,0.5598480389533951,0.6686108732876712,0,0.34798325397503144,BAE in both,False,True
PCDH15,0.23473701107603404,0.14447000909625984,1,0.6624731238945213,0.09032050939055059,0.367455051369863,0,0.2705329018254314,MAE→BAE (lost in cancer),False,True
HM13,0.3100219380384183,0.9271229065225534,0,0.05295991199330697,0.5290812777569693,0.8338505993150684,0,0.17325925126794425,BAE in both,False,True
SLC25A10,0.5452940232222163,0.5925945743485472,0,0.4229157249605004,0.29193643319599766,0.6360231164383562,0,0.17925797115272893,BAE in both,False,True
MARC1,0.8059821285248007,0.3439456364706512,1,0.8742678547979751,0.7890202793086842,0.10862585616438356,1,0.9539717385967518,MAE in both,False,False
SLAMF7,0.19824495692653432,0.9234844025897587,0,0.035379136666394306,0.8689068435978383,0.3594820205479452,1,0.8918968012541932,BAE→MAE (gained in cancer),False,True
GPR108,0.46465835518219273,0.6673444272031677,0,0.26969893969181846,0.5562095350206003,0.27734375,1,0.783237274707422,BAE→MAE (gained in cancer),False,True
LRP3,0.8034137728075338,0.09246080582160629,1,0.9595969978649976,0.971105998180748,0.08513484589041095,1,0.9794348971865048,MAE in both,False,True
PDCD1LG2,0.1253678634490877,0.5604901278827118,0,0.14128229309460372,0.7600727700786559,0.21805436643835616,1,0.915180896858886,BAE→MAE (gained in cancer),False,True
SLA2,0.5180052437262561,0.49098400128417785,1,0.5205460666552428,0.6456739258387286,0.3547731164383562,1,0.7782102157424544,MAE in both,False,True
DISP3,0.8786451923591417,0.12932741184654076,1,0.9638064676833967,0.9264808175932366,0.1389126712328767,1,0.9684153186627718,MAE in both,False,False
PRICKLE2,0.7743057413451763,0.3729466531114559,1,0.8418155504842895,0.7191396008347156,0.2243685787671233,1,0.8990285034752192,MAE in both,False,True
EPHX4,0.8025041468243351,0.12643801166461555,1,0.9524250166757203,0.7817967788538712,0.3554152397260274,1,0.8566333905435302,MAE in both,False,True
ZNF100,0.12419070041200707,0.8073198137942105,0,0.04631505845048158,0.09465460966343839,0.8134096746575342,0,0.04026980351845794,BAE in both,False,True
CHIC2,0.07753223821499278,0.5486114826903526,0,0.12626824600212022,0.10005885815185403,0.6126926369863014,0,0.10327769175663698,BAE in both,False,True
FES,0.535716196693242,0.5887955481834234,0,0.41829290614096887,0.6203114131307186,0.5430222602739726,1,0.5568596414689049,BAE→MAE (gained in cancer),False,False
ASPHD2,0.05436352934881481,0.5507517791214083,0,0.11546959491841413,0.7684734335705495,0.2785744863013699,1,0.8922186952751455,BAE→MAE (gained in cancer),False,True
PKLR,0.9505056450318369,0.0952966985927551,1,0.9766218024193005,0.36106800791909677,0.7847816780821918,0,0.1211047645939322,MAE→BAE (lost in cancer),False,True
RIMBP3,0.009684841350527048,0.012761517470169619,1,0.6076898166208504,0.045962865856921185,0.01953125,1,0.6334367381248267,MAE in both,False,True
OLFM1,0.956658997271122,0.17389908502327572,1,0.9667347770458576,0.9246615656268393,0.11429794520547945,1,0.971723806803752,MAE in both,False,True
ECSCR,0.5626839317245439,0.2996415003477982,1,0.7685769427028284,0.7465353951522286,0.4502889554794521,1,0.7652473299884023,MAE in both,False,False
RHO,0.9306008882230189,0.3863235058055541,1,0.902100098588859,0.9326341698325218,0.13746789383561644,1,0.9693594395332545,MAE in both,False,True
SARS2,0.47450371876504893,0.6924394028572958,0,0.25331608621854873,0.4452886724811386,0.6494541952054794,0,0.2720500133454376,BAE in both,False,True
GPR39,0.640537214404195,0.26395205735994437,1,0.8432118843047498,0.5961795708705656,0.1794734589041096,1,0.8725673116103428,MAE in both,False,True
PTRH2,0.6206859650061534,0.8401733640109155,0,0.22557443436961142,0.45941462892610624,0.920269691780822,0,0.0942892428704138,BAE in both,False,False
OSTF1,0.10813847717908931,0.7598587404355504,0,0.05446025817980128,0.1971213013002301,0.5468214897260274,0,0.18921910091661695,BAE in both,False,False
RBM6,0.25111027877361014,0.8386216490984001,0,0.06418056363296036,0.1669966290331211,0.7376391267123288,0,0.07492998076853827,BAE in both,False,True
IL17F,0.9025094975654128,0.3153191717052812,1,0.9212855152815562,0.95120124137193,0.1273009417808219,1,0.9728121728295165,MAE in both,False,True
MESDC2,0.4016801326983787,0.7943175129755471,0,0.13363379844194256,0.3186901385841939,0.8066673801369864,0,0.09479008619909043,BAE in both,False,False
MCPH1,0.29766172614907166,0.6844667986516132,0,0.14963978302992115,0.4207822783455509,0.6418022260273972,0,0.2605773499000665,BAE in both,False,False
SLC35B4,0.4992241425437423,0.6467440740542565,0,0.31892412419329663,0.3776553052597785,0.7307898116438356,0,0.16099222347081923,BAE in both,False,True
ZNF546,0.06196158167906255,0.6684680828294719,0,0.07005313843291666,0.11043929584247418,0.6082512842465754,0,0.10923136195641411,BAE in both,False,False
FCN1,0.8959280860399166,0.15656268393172454,1,0.9614273439873159,0.9507196746749424,0.06068065068493151,1,0.980229780076252,MAE in both,False,True
HIPK2,0.3674353898014875,0.6302637915351276,0,0.23218560520215106,0.6363636363636364,0.56640625,1,0.5439901803299434,BAE→MAE (gained in cancer),False,True
COPS5,0.11065332548557975,0.8847985445984269,0,0.03048152226265915,0.26657392048798756,0.9164704623287672,0,0.047323484290880125,BAE in both,False,True
IGFBP1,0.9782224838140082,0.2147787468564396,1,0.9627779860823121,0.8922895821071218,0.1676476883561644,1,0.9587892311265236,MAE in both,False,True
PCDHGC3,0.7699181336615121,0.5335759002621863,1,0.7033897817941983,0.9525924340521162,0.2247431506849315,1,0.9570172984989154,MAE in both,False,False
SLC15A5,0.40601423297126654,0.25185938252447965,1,0.6940821251044174,0.05612927390443576,0.2478060787671233,0,0.36884026388478525,MAE→BAE (lost in cancer),False,True
SEPT8,0.5734389212905987,0.6360960993097544,0,0.39787541244735847,0.643266092353791,0.753371147260274,0,0.3280164996140695,BAE in both,False,False
LARP1,0.4533147840975975,0.7115415485044678,0,0.22124394995506244,0.5396222376799187,0.7908283390410958,0,0.21259328517419054,BAE in both,False,True
ZNF501,0.6122853015142597,0.5026486168334314,1,0.5976491136621306,0.3672213601583819,0.6157962328767124,0,0.24497310011716664,MAE→BAE (lost in cancer),False,False
INTS12,0.17486221841725078,0.8072127989726577,0,0.055988080881909374,0.13644389747980096,0.9145440924657534,0,0.029178596675542467,BAE in both,False,False
RIPK3,0.9216651506233613,0.5464711862592969,1,0.8016998546144147,0.9020814382792016,0.01953125,1,0.9804477139857055,MAE in both,False,False
PROSER2,0.7972604205682488,0.21023061694044626,1,0.9284702390448605,0.3581251003263952,0.6697345890410958,0,0.19356375918351348,MAE→BAE (lost in cancer),False,False
CPPED1,0.47247043715554604,0.4942479533415378,0,0.47178625342338515,0.422976082187383,0.5686001712328768,0,0.33763673723121346,BAE in both,False,False
TREML4,0.9422119963614961,0.30360104874525123,1,0.9354651421227482,0.8649472952003853,0.3037778253424658,1,0.9144336095846107,MAE in both,False,True
GSC2,0.9817539729252501,0.012761517470169619,1,0.9860974598036558,0.491412060570389,0.07967679794520548,1,0.8811291973242442,MAE in both,False,True
IRS2,0.7708812670554872,0.19075391941783937,1,0.9279466065226799,0.2089999464925892,0.516427654109589,0,0.22120075888779844,MAE→BAE (lost in cancer),False,True
TTLL5,0.2200759805233025,0.6538070522767403,0,0.13105549563440527,0.4496762801648028,0.5963720034246576,0,0.33057768253954706,BAE in both,False,False
ARHGDIG,0.975600620685965,0.1410455348065707,1,0.9735506953624531,0.49109101610573064,0.3335295376712329,1,0.6795626825437506,MAE in both,False,True
PRR5-ARHGAP8,0.8399593343678099,0.10733586601744341,1,0.9622439747927435,0.8233720370271282,0.18086472602739725,1,0.943254720546992,MAE in both,False,False
AUTS2,0.4620364920541495,0.5056450318369095,0,0.4476553762728797,0.7530632992669485,0.2881528253424658,1,0.8814061795616369,BAE→MAE (gained in cancer),False,True
CHP1,0.29760821873829524,0.6630638343410562,0,0.16352414259799625,0.18106907806731232,0.7086900684931506,0,0.08985632780324686,BAE in both,False,True
INSL6,0.48755952699448873,0.3985231954625716,1,0.6029561384414616,0.448338594895393,0.3304259417808219,1,0.6453956955815789,MAE in both,False,True
ZNF816-ZNF321P,0.5415485044678688,0.7407565947883782,0,0.2582279413076789,0.42244100807961904,0.8467465753424658,0,0.11448474401842913,BAE in both,False,False
KIAA2026,0.10872705869762962,0.592969126223982,0,0.1160794039741613,0.07892343089517898,0.6273544520547946,0,0.0897513134469202,BAE in both,False,False
CCDC63,0.715929156188132,0.14457702391781263,1,0.9286936752529986,0.8652148322542672,0.2027504280821918,1,0.9462209180570571,MAE in both,False,True
COLGALT1,0.37337471239766706,0.8119214511209802,0,0.11232091469967537,0.46594253304082617,0.8326733732876712,0,0.14120841201730078,BAE in both,False,True
FGF7,0.3761035903472631,0.29776874097062445,1,0.6166889875546463,0.43036010487452514,0.3732341609589041,1,0.5786705341080385,MAE in both,False,True
SLC1A7,0.8525870833110386,0.14163411632511103,1,0.9576653417624543,0.9734068168441329,0.2894370719178082,1,0.9461556789997861,MAE in both,False,True
ASGR1,0.9591738455776125,0.06645620418427953,1,0.9803228875783417,0.9320990957247579,0.4042166095890411,1,0.894594541516886,MAE in both,False,True
RHOC,0.5330943335651988,0.5677136283375247,0,0.44120381100897216,0.689335973032265,0.8141588184931506,0,0.30252715455101636,BAE in both,False,True
MSS51,0.4985820536144256,0.734603242549093,0,0.23255787271203046,0.5624699020814383,0.6928510273972602,0,0.32366567593012785,BAE in both,False,False
ADAMDEC1,0.6646155492535716,0.3330836320830435,1,0.807926916350208,0.061158970517416665,0.3743578767123288,0,0.24220384163736244,MAE→BAE (lost in cancer),False,True
SPRR1B,0.7811011825137781,0.37289314570067955,1,0.8453773692620569,0.7756434266145861,0.4578874143835616,1,0.7788119271309204,MAE in both,False,True
ZNF280A,0.6505431002193803,0.07432179356840922,1,0.9343523813224845,0.44641232810744286,0.7008775684931506,0,0.22564469105613832,MAE→BAE (lost in cancer),False,True
PINX1,0.28610412542137087,0.8011664615549253,0,0.08646329354474523,0.6294611803734818,0.6999143835616438,0,0.37561072022487285,BAE in both,False,False
BCL9L,0.529027770346193,0.8089785435282787,0,0.19147940029540064,0.6189737278613088,0.6505244006849316,0,0.4240307193972653,BAE in both,False,True
SIK3,0.28182353255925946,0.5894911445235165,0,0.20882677073963218,0.3360265396757451,0.6159567636986302,0,0.22285347636758027,BAE in both,False,True
ABHD14A-ACY1,0.5547113275188613,0.42516988602921507,1,0.6343080407527288,0.680346728021831,0.512253852739726,1,0.6493371630580881,MAE in both,False,False
HNRNPA1,0.4800149820750174,0.9844828508748462,0,0.07603075761784843,0.5007758574562577,0.9986087328767124,0,0.07688564823461636,BAE in both,False,True
NEK10,0.5811439884423992,0.33319064690459627,1,0.7516992615218091,0.25672855690513136,0.3921767979452055,0,0.387216911025987,MAE→BAE (lost in cancer),False,True
TADA2A,0.1798919150302317,0.9144951575793248,0,0.034438198762063686,0.11391727754293969,0.8453017979452054,0,0.03724324712850092,BAE in both,False,True
KCNIP1,0.9046497939964685,0.2800042805928621,1,0.9335333800204423,0.840922467761785,0.20007491438356165,1,0.9418709404463963,MAE in both,False,True
TTK,0.15645566911017175,0.8387286639199529,0,0.04510468080849934,0.2112472577451977,0.9059289383561644,0,0.04038756486397187,BAE in both,False,False
RALGPS2,0.6159773128578309,0.46321365509123014,1,0.6466640623257799,0.6317084916260902,0.3897153253424658,1,0.736576181379496,MAE in both,False,True
CKS1B,0.5935577077425224,0.7081170742147788,0,0.3340644912987985,0.38990850232757235,0.8601241438356164,0,0.09625124344259252,BAE in both,False,True
FAM163A,0.9053988977473381,0.184707582000107,1,0.9574880773618215,0.9147091872224303,0.24159888698630136,1,0.9463932884623111,MAE in both,False,False
PAEP,0.6154957461608432,0.1798919150302317,1,0.8805637558523564,0.9697683129113382,0.07165025684931507,1,0.9806310485574834,MAE in both,False,True
CLDN11,0.9445663224356573,0.16212745465246936,1,0.9670675900951926,0.5875648777355664,0.4389447773972603,1,0.6484312716780619,MAE in both,False,False
TAF8,0.08336454598961957,0.8669805768098882,0,0.02990744798085612,0.478463267162502,0.884685359589041,0,0.1179305028138811,BAE in both,False,False
KLHL6,0.7163572154743432,0.5172561399753866,1,0.6754974012085906,0.7176413933329766,0.383080051369863,1,0.8020221038693955,MAE in both,False,False
IDNK,0.3524533147840976,0.6989673069720156,0,0.16892125037128966,0.3660977045320777,0.6586044520547946,0,0.20737166237174864,BAE in both,False,False
LEP,0.8707260955642356,0.36492054149499703,1,0.8899899100270992,0.9522178821766815,0.1800620719178082,1,0.9651620894169489,MAE in both,False,False
LRRC73,0.9403927443950987,0.21622344694740223,1,0.956768310694504,0.8796083257531168,0.04478809931506849,1,0.9759230153638104,MAE in both,False,False
SPINK9,0.051313606934560434,0.35427256675049495,0,0.2534204209362351,0.2630959387875221,0.5099529109589042,0,0.2662005752276487,BAE in both,False,True
FMO5,0.6531649633474236,0.36802397132002784,1,0.7719720154839838,0.7677778372304565,0.2878852739726027,1,0.8874563358591905,MAE in both,False,True
GNAQ,0.7607148590079726,0.2625073572689818,1,0.8968043053022756,0.30713253785649314,0.6921018835616438,0,0.1495961959392235,MAE→BAE (lost in cancer),False,True
NMT2,0.3534699555888491,0.5778800363850394,0,0.27032436463721726,0.5188613622986784,0.6261237157534246,0,0.35895096431811996,BAE in both,False,True
TMC5,0.7008400663491894,0.4436834501578469,1,0.7377744952121853,0.7209053453903366,0.4517872431506849,1,0.7452544833459622,MAE in both,False,True
OPRL1,0.9162073947241693,0.14516560543635293,1,0.9661630767382062,0.8966236823800097,0.13923373287671234,1,0.9645641114210671,MAE in both,False,True
ZNF600,0.23891058911659266,0.7319278720102734,0,0.09954563245092861,0.22119963614960672,0.6320633561643836,0,0.14428369485616305,BAE in both,False,False
DDX53,0.9507196746749424,0.06260367060837926,1,0.9800454157940172,0.028840494408475574,0.5900042808219178,0,0.08868792438823166,MAE→BAE (lost in cancer),False,True
ZNF93,0.4221199636149607,0.5836053293381134,0,0.32058014687668873,0.045213762106051686,0.6403039383561644,0,0.07494772954127574,BAE in both,False,False
NLRP1,0.5023275723687731,0.6759591203381669,0,0.29103012394320754,0.3392369843223286,0.7750963184931506,0,0.11709886359292732,BAE in both,False,True
MRPL48,0.2759377173738563,0.6752635239980738,0,0.14460380078185092,0.11300765155974102,0.685627140410959,0,0.07801963679266063,BAE in both,False,False
PLAU,0.9637754829043823,0.44871314677082774,1,0.8853438741986362,0.7896088608272246,0.215111301369863,1,0.9247903908890753,MAE in both,False,True
KNCN,0.8808925036117502,0.16790625501631976,1,0.9569283194402366,0.8407084381186795,0.1191138698630137,1,0.9601920662264398,MAE in both,False,False
CHRNB4,0.9135320241853496,0.16282305099256247,1,0.9628272533775287,0.9750655465782011,0.3606592465753425,1,0.9256759575119297,MAE in both,False,True
CRAT,0.8530686500080261,0.3568944298785382,1,0.8870243856529624,0.6388249772593504,0.2537992294520548,1,0.8488470068930212,MAE in both,False,True
TTC39A,0.7824388677831879,0.35657338541387984,1,0.8562427060318913,0.6305313285890096,0.3144263698630137,1,0.8012923011637838,MAE in both,False,True
PLA2G4E,0.818984429343464,0.25111027877361014,1,0.9203833487008731,0.963186901385842,0.2568493150684932,1,0.9519645963052293,MAE in both,False,True
PLBD2,0.5933971855101932,0.5800738402268715,0,0.4850246235107484,0.39210230616940445,0.6808647260273972,0,0.20617045291778685,BAE in both,False,True
RNF175,0.8430627641928408,0.28546203649205415,1,0.9147543813933404,0.8500187275937717,0.3531678082191781,1,0.8876595835652271,MAE in both,False,True
LOC728392,0.9760821873829525,0.5264594146289261,1,0.8467815211762753,0.010835250682219487,0.17465753424657535,0,0.41213479010425713,MAE→BAE (lost in cancer),False,False
COL22A1,0.796618331638932,0.2638450425383916,1,0.9086170967142874,0.7803520787629087,0.1678617294520548,1,0.9373539887580182,MAE in both,False,False
C1ORF198,0.7524747177484081,0.3775482904382257,1,0.8268199937799926,0.6780459093584461,0.5288955479452054,1,0.6283443815912153,MAE in both,False,False
PLEKHG4B,0.8552624538498582,0.14088501257424152,1,0.9582378723965456,0.9802022580127348,0.16074486301369864,1,0.9714410420605705,MAE in both,False,True
VWA3A,0.8487880571459147,0.1790893038685858,1,0.9488016580253813,0.9343464069773664,0.2221746575342466,1,0.9545181685347072,MAE in both,False,False
CLCA4,0.7243833270908021,0.35277435924875594,1,0.8284595314597482,0.788859757076355,0.3500107020547945,1,0.863185777340469,MAE in both,False,True
STEAP2,0.7299480978115469,0.1847610894108834,1,0.9186429796101601,0.557386698057681,0.2675513698630137,1,0.7920764602663035,MAE in both,False,True
ZCCHC2,0.43244689389480445,0.9060409866766547,0,0.09125796952596794,0.184707582000107,0.8027076198630136,0,0.05929624623568455,BAE in both,False,True
C15ORF57,0.18711541548504468,0.638771469848574,0,0.1248504320958899,0.290759270158917,0.6709653253424658,0,0.15471453519095374,BAE in both,False,False
ERGIC3,0.17165177377066723,0.8220343517577184,0,0.0516310210251686,0.6166194017871475,0.8849529109589042,0,0.1869435923511252,BAE in both,False,True
ABCB11,0.770720744823158,0.29862485954304674,1,0.883263712557827,0.32821445770239177,0.5012842465753424,0,0.32846798673277816,MAE→BAE (lost in cancer),False,True
CCT7,0.08973192787201027,0.9909037401680133,0,0.016881425444913598,0.6571780191556531,0.9832512842465754,0,0.1425188237097497,BAE in both,False,True
MCMDC2,0.6167799240194767,0.3674888972122639,1,0.7463005419083819,0.6314944619829846,0.4569242294520548,1,0.6673946097900355,MAE in both,False,False
SEPT4,0.9196853764246348,0.22836962919364331,1,0.9505326554989976,0.8989780084541709,0.2361408390410959,1,0.9445892918619337,MAE in both,False,False
ATP1A1,0.3717694900743753,0.9625983198673016,0,0.0564870273089285,0.5947883781903793,0.9651648116438356,0,0.12445602173170095,BAE in both,False,True
PFKP,0.4031783402001177,0.9542511637861844,0,0.06593163581070867,0.596233078281342,0.8904644691780822,0,0.171173247473706,BAE in both,False,True
SMIM19,0.194927497458398,0.6524693670073305,0,0.12089269580184793,0.30921932687677245,0.557255993150685,0,0.2562615808567492,BAE in both,False,False
OR56B4,0.8469688051795173,0.06618866713039756,1,0.969773229759491,0.8450960458023437,0.01953125,1,0.9756539748969375,MAE in both,False,False
AGRN,0.5132965915779335,0.5033442131735245,1,0.5007092462879521,0.6182246241104393,0.5982448630136986,0,0.48706892777989924,MAE→BAE (lost in cancer),False,False
ZCCHC9,0.04382256942586548,0.5433142490234898,0,0.11497615136875669,0.16009417304296644,0.8061857876712328,0,0.053249910769932546,BAE in both,False,False
FRG2C,0.009684841350527048,0.22548022901171813,0,0.35206879104289185,0.038792872812884585,0.01953125,1,0.626863057849696,BAE→MAE (gained in cancer),False,True
PTGDR,0.9443522927925517,0.351008614693135,1,0.9204730319610799,0.6884263470490662,0.1365047089041096,1,0.9240262592599263,MAE in both,False,True
CNFN,0.9151372465086415,0.03408422066456204,1,0.9800545935601447,0.9812724062282626,0.01953125,1,0.9856060741699407,MAE in both,False,True
SNX29,0.36508106372732624,0.6976831291133821,0,0.1769294535570642,0.8208036813098614,0.3642979452054795,1,0.8695869732064968,BAE→MAE (gained in cancer),False,False
EIF4H,0.362726737653165,0.8699234844025897,0,0.08357163358347726,0.6156027609823961,0.927814640410959,0,0.15642490079543908,BAE in both,False,True
DHODH,0.5190218845310075,0.8144898068382471,0,0.1813942506747427,0.5669645245866552,0.8535423801369864,0,0.18084294903709683,BAE in both,False,False
ATRAID,0.03461929477232597,0.6628498046979506,0,0.06502375835791233,0.3203488683182621,0.7366224315068494,0,0.1295404238880958,BAE in both,False,False
ADAMTSL5,0.8914869709454759,0.13077211193750335,1,0.9652904550365604,0.6447107924447536,0.5147688356164384,1,0.6138563374282139,MAE in both,False,True
FSCN2,0.8333244154315372,0.16678259939001552,1,0.9487906431335936,0.8086574990636203,0.3572345890410959,1,0.8681058605365684,MAE in both,False,True
MOSPD3,0.8508213387554177,0.43522927925517685,1,0.8410533243953039,0.49162609021349457,0.6347388698630136,0,0.32530683399811877,MAE→BAE (lost in cancer),False,False
DOCK5,0.7542939697148054,0.4388142757771951,1,0.7805196947372159,0.7915351276151747,0.2901327054794521,1,0.8954265210393983,MAE in both,False,True
AEBP1,0.9274974583979881,0.379635079458505,1,0.9039156421717927,0.9780084541709027,0.06672731164383562,1,0.9816784373199935,MAE in both,False,True
HOGA1,0.8272780780138049,0.23125902937556853,1,0.9294292338048334,0.551393868050725,0.23951198630136986,1,0.8103055473685253,MAE in both,False,True
SV2A,0.773182085718872,0.39734603242549094,1,0.824511828760281,0.5676601209267483,0.3873073630136986,1,0.6874326203846041,MAE in both,False,True
LYRM9,0.5924340521162181,0.46947402215206807,1,0.6179743962925945,0.8548879019744234,0.4292059075342466,1,0.8470627506369032,MAE in both,False,False
VSNL1,0.8071057841511049,0.41136497404890576,1,0.8336383053814685,0.7870405051099577,0.4921875,1,0.7567006470099017,MAE in both,False,True
GOLT1B,0.24843490823479053,0.8297929263202953,0,0.06618847016512992,0.23024238857081705,0.8522046232876712,0,0.055792470498321416,BAE in both,False,True
PUS7,0.24982610091497673,0.7356198833538445,0,0.10178705927764434,0.23735887420407725,0.904216609589041,0,0.044922526463635974,BAE in both,False,True
UBE2O,0.39873722510567716,0.6787415056985392,0,0.21221791045483177,0.4732730483171919,0.6640089897260274,0,0.2797232377474309,BAE in both,False,False
TMEM31,0.7020707367970463,0.03857884316977901,1,0.9540990541602773,0.886724811386377,0.01953125,1,0.9792553671282372,MAE in both,False,False
KRT38,0.9505591524426134,0.09337043180480496,1,0.9768421745343702,0.9487934078869924,0.4888698630136986,1,0.8566010055642775,MAE in both,False,False
GUCY1B3,0.6799721761463963,0.3919417839370753,1,0.7697944320398424,0.11252608486275349,0.3050620719178082,0,0.3549616548640406,MAE→BAE (lost in cancer),False,False
EPGN,0.03873936540210819,0.27877361014500507,0,0.31905647100581525,0.39905826957033547,0.8055436643835616,0,0.1262198184397002,BAE in both,False,True
AGK,0.21108673551286852,0.7442345764888437,0,0.08530579109138572,0.3674888972122639,0.7581335616438356,0,0.13877318815799325,BAE in both,False,False
ITGA11,0.890416822729948,0.35705495211086735,1,0.900861692857182,0.9355770774252234,0.23507063356164384,1,0.9519022381869535,MAE in both,False,True
LRRC8D,0.2857830809567125,0.6364171437744127,0,0.17544325084849385,0.38081224249558565,0.7450770547945206,0,0.15331882202481945,BAE in both,False,True
SULT1C4,0.7766600674193376,0.11364974048905774,1,0.9506408426465033,0.629086628498047,0.4699272260273973,1,0.6508816691307403,MAE in both,False,True
DEFB119,0.46380223660977044,0.24597356733907647,1,0.7456593702192102,0.7195141527101504,0.18803510273972604,1,0.9142666497807581,MAE in both,False,True
C12ORF74,0.5779870512065921,0.588742040772647,0,0.45928282326032477,0.9373963293916208,0.4746896404109589,1,0.8596442916015644,BAE→MAE (gained in cancer),False,False
POLD3,0.21467173203488682,0.8469688051795173,0,0.0539531217108888,0.3851463427684734,0.8296232876712328,0,0.10831039941432342,BAE in both,False,False
RPS6,0.41280967413986835,0.9961474664240998,0,0.05628651771368098,0.5037187650489593,0.9998929794520548,0,0.07725928852175408,BAE in both,False,False
LUZP2,0.2521269195783616,0.16667558456846274,1,0.6532579019023735,0.06148001498207502,0.3264126712328767,0,0.2883815629621337,MAE→BAE (lost in cancer),False,False
ATXN7L1,0.866552517523677,0.3222751351062122,1,0.9075628606778627,0.8136871956766012,0.3631742294520548,1,0.8670184477629915,MAE in both,False,True
KIF3B,0.12798972657713092,0.7608218738295254,0,0.058363205979527676,0.36229867836695384,0.5670483732876712,0,0.2880438957506302,BAE in both,False,True
DHRS13,0.8861362298678367,0.4715608111723474,1,0.8356336437122872,0.46455134036063994,0.8034567636986302,0,0.15884059138267814,MAE→BAE (lost in cancer),False,True
MATN4,0.9577826528974263,0.06988067847396864,1,0.9798873480555289,0.9666648830863075,0.2600064212328767,1,0.9518792186622377,MAE in both,False,True
UNC79,0.7367970463909251,0.4190165337899299,1,0.7853908137159754,0.5919524854192305,0.18247003424657535,1,0.8690363573396206,MAE in both,False,False
MYO9B,0.4375836053293381,0.9262132805393547,0,0.08490419359554958,0.39440312483278933,0.6788313356164384,0,0.20930820720965743,BAE in both,False,True
PDIA6,0.7847931938573492,0.7262025790571994,0,0.493347143150475,0.9015998715822141,0.7946810787671232,1,0.523897925714982,BAE→MAE (gained in cancer),False,True
DNAJC10,0.08571887206378083,0.7924982610091498,0,0.04297457830666769,0.05029696612980898,0.8284460616438356,0,0.03168848937303757,BAE in both,False,False
TBC1D30,0.42217347102573705,0.7166247525282251,0,0.19686993488093696,0.7846861790357964,0.2301476883561644,1,0.9180297375192764,BAE→MAE (gained in cancer),False,False
LRCH1,0.20118786451923593,0.7208518379795602,0,0.09144341222588204,0.3000160522232329,0.616919948630137,0,0.19852778274069297,BAE in both,False,True
VPS41,0.3073465674995987,0.671892557119161,0,0.16281842045743194,0.2555513938680507,0.6190068493150684,0,0.17069349144857746,BAE in both,False,False
ZNF154,0.38348761303440526,0.6878912729413024,0,0.19518592789047431,0.6506501150409332,0.541898544520548,1,0.5874203887133933,BAE→MAE (gained in cancer),False,False
PDHA1,0.4872919899406068,0.7223500454812991,0,0.235412793383854,0.5233559848038953,0.962275256849315,0,0.09817451539742862,BAE in both,False,True
PRDM9,0.09556423564663706,0.04778211782331853,1,0.6463405561754252,0.22997485151693509,0.18295162671232876,1,0.6144582351337302,MAE in both,False,True
DNAJC5B,0.6114291829418375,0.35780405586173686,1,0.7513122346308583,0.8014339986088074,0.3467465753424658,1,0.870743333778924,MAE in both,False,True
KLK1,0.7355128685322917,0.032478998341270264,1,0.9606789847212835,0.5727433249505056,0.3176369863013699,1,0.7597381619201126,MAE in both,False,True
EPB41L4B,0.8435978383006046,0.22895821071218364,1,0.9342255598865196,0.9034191235486115,0.2482341609589041,1,0.9423449116952165,MAE in both,False,True
C21ORF58,0.31489111241907003,0.7471774840815453,0,0.1214810665334071,0.5166140510460698,0.7372645547945206,0,0.24303840076217517,BAE in both,False,False
TMA16,0.060998448285087485,0.8636631173417518,0,0.027897242711026997,0.07849537160896784,0.9642551369863014,0,0.018388245238581576,BAE in both,False,False
ZNF286A,0.03494033923698432,0.5412274600032104,0,0.11249000910349372,0.02300818663384879,0.4645226883561644,0,0.1499809996844685,BAE in both,False,False
SYT13,0.8933062229118733,0.1210872705869763,1,0.9670820688479469,0.8049119803092728,0.23919092465753425,1,0.9206276496938793,MAE in both,False,True
RBM24,0.8474503718765048,0.18021295949489005,1,0.9482746706027512,0.7723259671464497,0.23373287671232876,1,0.9129018651842853,MAE in both,False,True
NEK11,0.6438546738723313,0.3060088822301889,1,0.8158166107429231,0.5351276151747016,0.3541309931506849,1,0.6949883698240115,MAE in both,False,True
PEBP1,0.2385360372411579,0.9866231473059018,0,0.030529775965476784,0.5188078548879019,0.7844606164383562,0,0.20425853236655328,BAE in both,False,True
VPS28,0.15800738402268713,0.5884209963079886,0,0.14017607054146775,0.3950987211728824,0.6863762842465754,0,0.20366874758370088,BAE in both,False,False
AACS,0.4276312269249291,0.7928193054738081,0,0.1468234103199788,0.7943710203863235,0.503103595890411,1,0.7520834030753801,BAE→MAE (gained in cancer),False,True
TRPC6,0.6939911177698111,0.24554550805286532,1,0.8790276316229548,0.13735352346299962,0.3642444349315068,0,0.311936012307003,MAE→BAE (lost in cancer),False,True
NOTO,0.976831291133822,0.2851944994381722,1,0.9478798028728711,0.776446037776232,0.3449272260273973,1,0.8603506572700952,MAE in both,False,True
SMO,0.49697683129113385,0.50682219487399,0,0.4803870539458044,0.9834127026593183,0.3921232876712329,1,0.9168255489144693,BAE→MAE (gained in cancer),False,True
